=========================================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter Value(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survey: EBS_SLOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year: 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Name: Pacific sleeper shark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=========================================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survey,Year,Cruise Join ID,Haul Join ID,Catch Join ID,Cruise Number,Vessel Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satisfactory Gear Performance,Gear Performance Note,Gear Depth,Bottom Depth,Species Code,Common Name,Scientific Name,Length (mm),Frequency,Sex,Sample Type,Length Type,akfin_load_date
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1360,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1440,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1470,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1530,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1530,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1560,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1570,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1610,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1610,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1820,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2130,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1670,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1570,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129993,1134482,200202,57,43,57.15975,-173.87711,57.1388,-173.8587,31,,,,EBS slope subarea 3 depth stratum 1 200-400 meters,,,,,0,Y,Good performance,323,330,320,Pacific sleeper shark,Somniosus pacificus,1250,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129899,1132249,200202,57,99,56.45683,-172.7142,56.46564,-172.7524,33,,,,EBS slope subarea 3 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,723,730,320,Pacific sleeper shark,Somniosus pacificus,1150,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1140,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1180,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1230,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1260,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1420,3,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1400,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1490,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1500,2,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1510,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1860,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1910,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2080,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2120,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2160,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2170,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2300,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1640,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1710,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129907,1132010,200202,57,108,58.54794,-174.8015,58.53705,-174.76489,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,792,799,320,Pacific sleeper shark,Somniosus pacificus,1380,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129995,1134551,200202,57,45,57.75108,-173.9407,57.74529,-173.90041,44,,,,EBS slope subarea 4 depth stratum 4  800-1000 meters,,,,,4.1,Y,Caught large rock,863,870,320,Pacific sleeper shark,Somniosus pacificus,1760,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129969,1136110,200202,57,8,55.97543,-169.5555,55.98348,-169.5226,24,,,,EBS slope subarea 2 depth stratum 4  800-1000 meters,,,,,5,Y,Unspecified gear performance problem,820,825,320,Pacific sleeper shark,Somniosus pacificus,1670,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129951,1136647,200202,57,156,54.33171,-167.3383,54.33387,-167.3781,13,,,,EBS slope subarea 1 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,789,796,320,Pacific sleeper shark,Somniosus pacificus,1020,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1130036,1134633,200202,57,39,56.49579,-171.98621,56.48619,-171.95039,32,,,,EBS slope subarea 3 depth stratum 2 400-600 meters,,,,,0,Y,Good performance,571,578,320,Pacific sleeper shark,Somniosus pacificus,1140,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1190,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1210,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1280,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2080,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1630,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1430,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1510,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1720,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129905,1131913,200202,57,106,58.52913,-175.0591,58.51479,-175.0976,45,,,,EBS slope subarea 4 depth stratum 5 1000-1200 meters,,,,,1.1,Y,Minor hang(s),1032,1038,320,Pacific sleeper shark,Somniosus pacificus,1130,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1040,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1270,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1310,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1480,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1870,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2060,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1750,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129907,1132010,200202,57,108,58.54794,-174.8015,58.53705,-174.76489,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,792,799,320,Pacific sleeper shark,Somniosus pacificus,1440,1,Female,1,1,3-Oct-16
